Year,Event,AverageWeight
1988,Athletics Women's Marathon,49.21739130434783
1988,Athletics Women's Shot Put,88.88
1988,Basketball Men's Basketball,92.57142857142857
1988,Basketball Women's Basketball,72.21505376344086
1988,Boxing Men's Bantamweight,54.333333333333336
1988,Boxing Men's Featherweight,56.46666666666667
1988,Boxing Men's Flyweight,51.76190476190476
1988,Boxing Men's Heavyweight,90.33333333333333
1988,Boxing Men's Light-Flyweight,48.03125
1988,Boxing Men's Light-Heavyweight,81.24
1988,Boxing Men's Light-Middleweight,71.0
1988,Boxing Men's Light-Welterweight,63.595238095238095
1988,Boxing Men's Lightweight,60.166666666666664
1988,Boxing Men's Middleweight,75.05
1988,Boxing Men's Super-Heavyweight,98.4375
1988,Boxing Men's Welterweight,66.53658536585365
1988,"Canoeing Men's Canadian Doubles, 1,000 metres",77.44117647058823
1988,"Canoeing Men's Canadian Doubles, 500 metres",77.33333333333333
1988,"Canoeing Men's Canadian Singles, 1,000 metres",85.28571428571429
1988,"Canoeing Men's Canadian Singles, 500 metres",81.73333333333333
1988,"Canoeing Men's Kayak Doubles, 1,000 metres",81.625
1988,"Canoeing Men's Kayak Doubles, 500 metres",82.92682926829268
1988,"Canoeing Men's Kayak Fours, 1,000 metres",83.31944444444444
1988,"Canoeing Men's Kayak Singles, 1,000 metres",81.78947368421052
1988,"Canoeing Men's Kayak Singles, 500 metres",81.66666666666667
1988,"Canoeing Women's Kayak Doubles, 500 metres",64.66666666666667
1988,"Canoeing Women's Kayak Fours, 500 metres",64.92307692307692
1988,"Canoeing Women's Kayak Singles, 500 metres",64.93333333333334
1988,"Cycling Men's 1,000 metres Time Trial",77.16666666666667
1988,Cycling Men's 100 kilometres Team Time Trial,70.90833333333333
1988,"Cycling Men's Individual Pursuit, 4,000 metres",73.95454545454545
1988,Cycling Men's Points Race,71.67647058823529
1988,"Cycling Men's Road Race, Individual",68.94573643410853
1988,Cycling Men's Sprint,78.66666666666667
1988,"Cycling Men's Team Pursuit, 4,000 metres",74.0
1988,"Cycling Women's Road Race, Individual",58.490196078431374
1988,Cycling Women's Sprint,59.0
1988,Diving Men's Platform,66.78260869565217
1988,Diving Men's Springboard,68.88333333333334
1988,Diving Women's Platform,50.1
1988,Diving Women's Springboard,53.07692307692308
1988,"Equestrianism Mixed Dressage, Individual",62.24528301886792
1988,"Equestrianism Mixed Dressage, Team",63.0
1988,"Equestrianism Mixed Jumping, Individual",70.35810810810811
1988,"Equestrianism Mixed Jumping, Team",69.8828125
1988,"Equestrianism Mixed Three-Day Event, Individual",66.8125
1988,"Equestrianism Mixed Three-Day Event, Team",67.2051282051282
1988,"Fencing Men's Foil, Individual",71.74242424242425
1988,"Fencing Men's Foil, Team",71.22368421052632
1988,"Fencing Men's Sabre, Individual",77.275
1988,"Fencing Men's Sabre, Team",75.88679245283019
1988,"Fencing Men's epee, Individual",77.27631578947368
1988,"Fencing Men's epee, Team",78.0609756097561
1988,"Fencing Women's Foil, Individual",61.2
1988,"Fencing Women's Foil, Team",61.13333333333333
1988,Football Men's Football,74.7396694214876
1988,Gymnastics Men's Floor Exercise,62.662921348314605
1988,Gymnastics Men's Horizontal Bar,62.662921348314605
1988,Gymnastics Men's Horse Vault,62.662921348314605
1988,Gymnastics Men's Individual All-Around,62.662921348314605
1988,Gymnastics Men's Parallel Bars,62.662921348314605
1988,Gymnastics Men's Pommelled Horse,62.662921348314605
1988,Gymnastics Men's Rings,62.662921348314605
1988,Gymnastics Men's Team All-Around,62.80555555555556
1988,Gymnastics Women's Balance Beam,43.522222222222226
1988,Gymnastics Women's Floor Exercise,43.522222222222226
1988,Gymnastics Women's Horse Vault,43.522222222222226
1988,Gymnastics Women's Individual All-Around,43.522222222222226
1988,Gymnastics Women's Team All-Around,42.93055555555556
1988,Gymnastics Women's Uneven Bars,43.522222222222226
1988,Handball Men's Handball,86.8
1988,Handball Women's Handball,68.19587628865979
1988,Hockey Men's Hockey,73.02116402116403
1988,Hockey Women's Hockey,60.1219512195122
1988,Judo Men's Extra-Lightweight,61.029411764705884
1988,Judo Men's Half-Heavyweight,95.63157894736842
1988,Judo Men's Half-Lightweight,66.47222222222223
1988,Judo Men's Half-Middleweight,79.39473684210526
1988,Judo Men's Heavyweight,117.6875
1988,Judo Men's Lightweight,71.21621621621621
1988,Judo Men's Middleweight,87.36363636363636
1988,Modern Pentathlon Men's Individual,72.25
1988,Modern Pentathlon Men's Team,72.47368421052632
1988,Rhythmic Gymnastics Women's Individual,46.58974358974359
1988,Rowing Men's Coxed Eights,84.5111111111111
1988,Rowing Men's Coxed Fours,82.71830985915493
1988,Rowing Men's Coxed Pairs,79.17073170731707
1988,Rowing Men's Coxless Fours,88.19672131147541
1988,Rowing Men's Coxless Pairs,87.5
1988,Rowing Men's Double Sculls,86.70588235294117
1988,Rowing Men's Quadruple Sculls,88.0
1988,Rowing Men's Single Sculls,87.95454545454545
1988,Rowing Women's Coxed Eights,72.47692307692307
1988,Rowing Women's Coxed Fours,69.29629629629629
1988,Rowing Women's Coxless Pairs,74.55
1988,Rowing Women's Double Sculls,73.95238095238095
1988,Rowing Women's Quadruple Sculls,71.8780487804878
1988,Rowing Women's Single Sculls,69.92307692307692
1988,Sailing Men's Two Person Dinghy,68.12
1988,Sailing Mixed Multihull,72.07317073170732
1988,Sailing Mixed One Person Dinghy,87.63333333333334
1988,Sailing Mixed Three Person Keelboat,85.76785714285714
1988,Sailing Mixed Two Person Heavyweight Dinghy,79.63414634146342
1988,Sailing Mixed Two Person Keelboat,93.55263157894737
1988,Sailing Mixed Windsurfer,65.74358974358974
1988,Sailing Women's Two Person Dinghy,62.19512195121951
1988,"Shooting Men's Air Pistol, 10 metres",81.20454545454545
1988,"Shooting Men's Air Rifle, 10 metres",75.09782608695652
1988,"Shooting Men's Free Pistol, 50 metres",80.23255813953489
1988,"Shooting Men's Rapid-Fire Pistol, 25 metres",73.71875
1988,"Shooting Men's Running Target, 50 metres",79.91304347826087
1988,"Shooting Men's Small-Bore Rifle, Prone, 50 metres",76.03636363636363
1988,"Shooting Men's Small-Bore Rifle, Three Positions, 50 metres",77.08510638297872
1988,Shooting Mixed Skeet,80.40384615384616
1988,Shooting Mixed Trap,80.625
1988,"Shooting Women's Air Pistol, 10 metres",59.94444444444444
1988,"Shooting Women's Air Rifle, 10 metres",57.95454545454545
1988,"Shooting Women's Small-Bore Rifle, Three Positions, 50 metres",59.16216216216216
1988,"Shooting Women's Sporting Pistol, 25 metres",60.8
1988,"Swimming Men's 1,500 metres Freestyle",75.8
1988,Swimming Men's 100 metres Backstroke,76.38775510204081
1988,Swimming Men's 100 metres Breaststroke,75.59322033898304
1988,Swimming Men's 100 metres Butterfly,75.29787234042553
1988,Swimming Men's 100 metres Freestyle,77.77941176470588
1988,Swimming Men's 200 metres Backstroke,75.72093023255815
1988,Swimming Men's 200 metres Breaststroke,75.32692307692308
1988,Swimming Men's 200 metres Butterfly,75.94444444444444
1988,Swimming Men's 200 metres Freestyle,76.64406779661017
1988,Swimming Men's 200 metres Individual Medley,75.59615384615384
1988,Swimming Men's 4 x 100 metres Freestyle Relay,78.73626373626374
1988,Swimming Men's 4 x 100 metres Medley Relay,78.48543689320388
1988,Swimming Men's 4 x 200 metres Freestyle Relay,78.46666666666667
1988,Swimming Men's 400 metres Freestyle,76.80434782608695
1988,Swimming Men's 400 metres Individual Medley,76.15625
1988,Swimming Men's 50 metres Freestyle,78.15873015873017
1988,Swimming Women's 100 metres Backstroke,62.17948717948718
1988,Swimming Women's 100 metres Breaststroke,59.69047619047619
1988,Swimming Women's 100 metres Butterfly,61.425
1988,Swimming Women's 100 metres Freestyle,61.714285714285715
1988,Swimming Women's 200 metres Backstroke,62.41935483870968
1988,Swimming Women's 200 metres Breaststroke,59.76744186046512
1988,Swimming Women's 200 metres Butterfly,60.32142857142857
1988,Swimming Women's 200 metres Freestyle,61.54761904761905
1988,Swimming Women's 200 metres Individual Medley,60.80555555555556
1988,Swimming Women's 4 x 100 metres Freestyle Relay,63.492753623188406
1988,Swimming Women's 4 x 100 metres Medley Relay,61.67088607594937
1988,Swimming Women's 400 metres Freestyle,60.17857142857143
1988,Swimming Women's 400 metres Individual Medley,59.9
1988,Swimming Women's 50 metres Freestyle,62.08163265306123
1988,Swimming Women's 800 metres Freestyle,60.44
1988,Synchronized Swimming Women's Duet,55.7
1988,Synchronized Swimming Women's Solo,55.19565217391305
1988,Table Tennis Men's Doubles,68.03508771929825
1988,Table Tennis Men's Singles,68.50847457627118
1988,Table Tennis Women's Doubles,57.285714285714285
1988,Table Tennis Women's Singles,59.09090909090909
1988,Tennis Men's Doubles,76.47540983606558
1988,Tennis Men's Singles,76.70967741935483
1988,Tennis Women's Doubles,61.32142857142857
1988,Tennis Women's Singles,60.680851063829785
1988,Volleyball Men's Volleyball,87.18181818181819
1988,Volleyball Women's Volleyball,68.29473684210527
1988,Water Polo Men's Water Polo,85.52287581699346
1988,Weightlifting Men's Bantamweight,57.130434782608695
1988,Weightlifting Men's Featherweight,61.23529411764706
1988,Weightlifting Men's Flyweight,53.875
1988,Weightlifting Men's Heavyweight I,100.04761904761905
1988,Weightlifting Men's Heavyweight II,109.55
1988,Weightlifting Men's Light-Heavyweight,81.18181818181819
1988,Weightlifting Men's Lightweight,68.25862068965517
1988,Weightlifting Men's Middle-Heavyweight,89.5
1988,Weightlifting Men's Middleweight,75.20666666666666
1988,Weightlifting Men's Super-Heavyweight,127.32352941176471
1988,"Wrestling Men's Bantamweight, Freestyle",58.4
1988,"Wrestling Men's Bantamweight, Greco-Roman",59.333333333333336
1988,"Wrestling Men's Featherweight, Freestyle",64.07407407407408
1988,"Wrestling Men's Featherweight, Greco-Roman",64.29411764705883
1988,"Wrestling Men's Flyweight, Freestyle",53.592592592592595
1988,"Wrestling Men's Flyweight, Greco-Roman",53.976190476190474
1988,"Wrestling Men's Heavyweight, Freestyle",101.86363636363636
1988,"Wrestling Men's Heavyweight, Greco-Roman",100.05555555555556
1988,"Wrestling Men's Light-Flyweight, Freestyle",49.0
1988,"Wrestling Men's Light-Flyweight, Greco-Roman",50.4
1988,"Wrestling Men's Light-Heavyweight, Freestyle",90.03703703703704
1988,"Wrestling Men's Light-Heavyweight, Greco-Roman",90.6590909090909
1988,"Wrestling Men's Lightweight, Freestyle",70.48275862068965
1988,"Wrestling Men's Lightweight, Greco-Roman",69.06451612903226
1988,"Wrestling Men's Middleweight, Freestyle",83.39285714285714
1988,"Wrestling Men's Middleweight, Greco-Roman",84.05
1988,"Wrestling Men's Super-Heavyweight, Freestyle",122.26666666666667
1988,"Wrestling Men's Super-Heavyweight, Greco-Roman",122.3125
1988,"Wrestling Men's Welterweight, Freestyle",73.86206896551724
1988,"Wrestling Men's Welterweight, Greco-Roman",75.89473684210526
1992,Archery Men's Individual,73.46363636363637
1992,Archery Men's Team,72.8061224489796
1992,Archery Women's Individual,60.52272727272727
1992,Archery Women's Team,60.63414634146341
1992,"Athletics Men's 1,500 metres",63.46808510638298
1992,"Athletics Men's 10,000 metres",59.370370370370374
1992,Athletics Men's 100 metres,74.05263157894737
1992,Athletics Men's 110 metres Hurdles,76.82051282051282
1992,Athletics Men's 20 kilometres Walk,62.73809523809524
1992,Athletics Men's 200 metres,73.69444444444444
1992,"Athletics Men's 3,000 metres Steeplechase",63.65625
1992,Athletics Men's 4 x 100 metres Relay,73.46601941747574
1992,Athletics Men's 4 x 400 metres Relay,73.35353535353535
1992,Athletics Men's 400 metres,71.9375
1992,Athletics Men's 400 metres Hurdles,73.31914893617021
1992,"Athletics Men's 5,000 metres",61.45454545454545
1992,Athletics Men's 50 kilometres Walk,65.69047619047619
1992,Athletics Men's 800 metres,67.87037037037037
1992,Athletics Men's Decathlon,86.01428571428572
1992,Athletics Men's Discus Throw,113.5625
1992,Athletics Men's Hammer Throw,111.11111111111111
1992,Athletics Men's High Jump,74.64285714285714
1992,Athletics Men's Javelin Throw,96.84375
1992,Athletics Men's Long Jump,73.45833333333333
1992,Athletics Men's Marathon,60.34466019417476
1992,Athletics Men's Pole Vault,77.0909090909091
1992,Athletics Men's Shot Put,119.15384615384616
1992,Athletics Men's Triple Jump,76.48936170212765
1992,"Athletics Women's 1,500 metres",53.02439024390244
1992,Athletics Women's 10 kilometres Walk,52.06818181818182
1992,"Athletics Women's 10,000 metres",48.645833333333336
1992,Athletics Women's 100 metres,56.42857142857143
1992,Athletics Women's 100 metres Hurdles,60.21621621621622
1992,Athletics Women's 200 metres,57.26086956521739
1992,"Athletics Women's 3,000 metres",51.0625
1992,Athletics Women's 4 x 100 metres Relay,58.17857142857143
1992,Athletics Women's 4 x 400 metres Relay,57.20967741935484
1992,Athletics Women's 400 metres,58.114285714285714
1992,Athletics Women's 400 metres Hurdles,57.96296296296296
1992,Athletics Women's 800 metres,54.60606060606061
1992,Athletics Women's Discus Throw,84.10714285714286
1992,Athletics Women's Heptathlon,64.61290322580645
1992,Athletics Women's High Jump,58.829268292682926
1992,Athletics Women's Javelin Throw,71.74
1992,Athletics Women's Long Jump,61.51428571428571
1992,Athletics Women's Marathon,48.80434782608695
1992,Athletics Women's Shot Put,92.41176470588235
1992,Badminton Men's Doubles,74.25454545454545
1992,Badminton Men's Singles,72.76470588235294
1992,Badminton Women's Doubles,59.87179487179487
1992,Badminton Women's Singles,61.108108108108105
1992,Baseball Men's Baseball,80.86428571428571
1992,Basketball Men's Basketball,97.27007299270073
1992,Basketball Women's Basketball,73.10606060606061
1992,Boxing Men's Bantamweight,53.964285714285715
1992,Boxing Men's Featherweight,57.36
1992,Boxing Men's Flyweight,51.464285714285715
1992,Boxing Men's Heavyweight,89.08695652173913
1992,Boxing Men's Light-Flyweight,49.64
1992,Boxing Men's Light-Heavyweight,81.21739130434783
1992,Boxing Men's Light-Middleweight,71.85185185185185
1992,Boxing Men's Light-Welterweight,61.96153846153846
1992,Boxing Men's Lightweight,60.23076923076923
1992,Boxing Men's Middleweight,75.11538461538461
1992,Boxing Men's Super-Heavyweight,97.26666666666667
1992,Boxing Men's Welterweight,66.48275862068965
1992,"Canoeing Men's Canadian Doubles, 1,000 metres",78.96428571428571
1992,"Canoeing Men's Canadian Doubles, 500 metres",79.8
1992,"Canoeing Men's Canadian Doubles, Slalom",71.91176470588235
1992,"Canoeing Men's Canadian Singles, 1,000 metres",79.83333333333333
1992,"Canoeing Men's Canadian Singles, 500 metres",84.05882352941177
1992,"Canoeing Men's Canadian Singles, Slalom",72.96666666666667
1992,"Canoeing Men's Kayak Doubles, 1,000 metres",81.01923076923077
1992,"Canoeing Men's Kayak Doubles, 500 metres",82.28070175438596
1992,"Canoeing Men's Kayak Fours, 1,000 metres",83.41176470588235
1992,"Canoeing Men's Kayak Singles, 1,000 metres",82.32
1992,"Canoeing Men's Kayak Singles, 500 metres",83.12962962962963
1992,"Canoeing Men's Kayak Singles, Slalom",72.45
1992,"Canoeing Women's Kayak Doubles, 500 metres",64.625
1992,"Canoeing Women's Kayak Fours, 500 metres",66.14814814814815
1992,"Canoeing Women's Kayak Singles, 500 metres",68.0
1992,"Canoeing Women's Kayak Singles, Slalom",57.95652173913044
1992,"Cycling Men's 1,000 metres Time Trial",77.56666666666666
1992,Cycling Men's 100 kilometres Team Time Trial,72.29523809523809
1992,"Cycling Men's Individual Pursuit, 4,000 metres",72.65384615384616
1992,Cycling Men's Points Race,70.47222222222223
1992,"Cycling Men's Road Race, Individual",68.86466165413533
1992,Cycling Men's Sprint,81.31818181818181
1992,"Cycling Men's Team Pursuit, 4,000 metres",72.73417721518987
1992,"Cycling Women's Individual Pursuit, 3,000 metres",59.09090909090909
1992,"Cycling Women's Road Race, Individual",57.54545454545455
1992,Cycling Women's Sprint,67.2
1992,Diving Men's Platform,65.42105263157895
1992,Diving Men's Springboard,68.08
1992,Diving Women's Platform,50.05263157894737
1992,Diving Women's Springboard,52.7
1992,"Equestrianism Mixed Dressage, Individual",63.75609756097561
1992,"Equestrianism Mixed Dressage, Team",63.361111111111114
1992,"Equestrianism Mixed Jumping, Individual",71.18354430379746
1992,"Equestrianism Mixed Jumping, Team",71.09027777777777
1992,"Equestrianism Mixed Three-Day Event, Individual",68.80263157894737
1992,"Equestrianism Mixed Three-Day Event, Team",69.2089552238806
1992,"Fencing Men's Foil, Individual",75.84444444444445
1992,"Fencing Men's Foil, Team",75.7
1992,"Fencing Men's Sabre, Individual",76.94594594594595
1992,"Fencing Men's Sabre, Team",76.41818181818182
1992,"Fencing Men's epee, Individual",77.24489795918367
1992,"Fencing Men's epee, Team",79.12765957446808
1992,"Fencing Women's Foil, Individual",61.54054054054054
1992,"Fencing Women's Foil, Team",61.92307692307692
1992,Football Men's Football,76.02061855670104
1992,Gymnastics Men's Floor Exercise,62.71951219512195
1992,Gymnastics Men's Horizontal Bar,62.71951219512195
1992,Gymnastics Men's Horse Vault,62.71951219512195
1992,Gymnastics Men's Individual All-Around,62.71951219512195
1992,Gymnastics Men's Parallel Bars,62.71951219512195
1992,Gymnastics Men's Pommelled Horse,62.71951219512195
1992,Gymnastics Men's Rings,62.71951219512195
1992,Gymnastics Men's Team All-Around,62.121212121212125
1992,Gymnastics Women's Balance Beam,45.0
1992,Gymnastics Women's Floor Exercise,45.0
1992,Gymnastics Women's Horse Vault,45.0
1992,Gymnastics Women's Individual All-Around,45.0
1992,Gymnastics Women's Team All-Around,44.770833333333336
1992,Gymnastics Women's Uneven Bars,45.0
1992,Handball Men's Handball,90.28225806451613
1992,Handball Women's Handball,68.40677966101696
1992,Hockey Men's Hockey,76.11926605504587
1992,Hockey Women's Hockey,61.239583333333336
1992,Judo Men's Extra-Lightweight,61.142857142857146
1992,Judo Men's Half-Heavyweight,96.15789473684211
1992,Judo Men's Half-Lightweight,67.55
1992,Judo Men's Half-Middleweight,81.95238095238095
1992,Judo Men's Heavyweight,118.28947368421052
1992,Judo Men's Lightweight,73.21052631578948
1992,Judo Men's Middleweight,87.63157894736842
1992,Judo Women's Extra-Lightweight,49.92857142857143
1992,Judo Women's Half-Heavyweight,73.03333333333333
1992,Judo Women's Half-Lightweight,53.0
1992,Judo Women's Half-Middleweight,61.72222222222222
1992,Judo Women's Heavyweight,102.25
1992,Judo Women's Lightweight,57.86666666666667
1992,Judo Women's Middleweight,69.375
1992,Modern Pentathlon Men's Individual,73.0
1992,Modern Pentathlon Men's Team,73.36842105263158
1992,Rhythmic Gymnastics Women's Individual,46.19230769230769
1992,Rowing Men's Coxed Eights,86.42857142857143
1992,Rowing Men's Coxed Fours,85.71739130434783
1992,Rowing Men's Coxed Pairs,81.05555555555556
1992,Rowing Men's Coxless Fours,89.70833333333333
1992,Rowing Men's Coxless Pairs,89.96774193548387
1992,Rowing Men's Double Sculls,87.12121212121212
1992,Rowing Men's Quadruple Sculls,89.92592592592592
1992,Rowing Men's Single Sculls,90.5
1992,Rowing Women's Coxed Eights,70.84126984126983
1992,Rowing Women's Coxless Fours,73.58064516129032
1992,Rowing Women's Coxless Pairs,72.52380952380952
1992,Rowing Women's Double Sculls,72.19047619047619
1992,Rowing Women's Quadruple Sculls,72.09677419354838
1992,Rowing Women's Single Sculls,72.07142857142857
1992,Sailing Men's One Person Dinghy,93.89473684210526
1992,Sailing Men's Two Person Dinghy,68.41176470588235
1992,Sailing Men's Windsurfer,68.16129032258064
1992,Sailing Mixed Multihull,71.95454545454545
1992,Sailing Mixed Three Person Keelboat,87.42307692307692
1992,Sailing Mixed Two Person Heavyweight Dinghy,82.30555555555556
1992,Sailing Mixed Two Person Keelboat,95.92105263157895
1992,Sailing Women's One Person Dinghy,63.95
1992,Sailing Women's Two Person Dinghy,61.07692307692308
1992,Sailing Women's Windsurfer,59.94117647058823
1992,"Shooting Men's Air Pistol, 10 metres",79.42105263157895
1992,"Shooting Men's Air Rifle, 10 metres",73.51351351351352
1992,"Shooting Men's Free Pistol, 50 metres",78.97368421052632
1992,"Shooting Men's Rapid-Fire Pistol, 25 metres",77.36538461538461
1992,"Shooting Men's Running Target, 10 metres",78.11764705882354
1992,"Shooting Men's Small-Bore Rifle, Prone, 50 metres",76.44444444444444
1992,"Shooting Men's Small-Bore Rifle, Three Positions, 50 metres",75.6923076923077
1992,Shooting Mixed Skeet,80.68627450980392
1992,Shooting Mixed Trap,82.46511627906976
1992,"Shooting Women's Air Pistol, 10 metres",61.05128205128205
1992,"Shooting Women's Air Rifle, 10 metres",57.608108108108105
1992,"Shooting Women's Small-Bore Rifle, Three Positions, 50 metres",57.765625
1992,"Shooting Women's Sporting Pistol, 25 metres",59.888888888888886
1992,"Swimming Men's 1,500 metres Freestyle",77.47619047619048
1992,Swimming Men's 100 metres Backstroke,78.41666666666667
1992,Swimming Men's 100 metres Breaststroke,77.83783783783784
1992,Swimming Men's 100 metres Butterfly,76.6625
1992,Swimming Men's 100 metres Freestyle,80.47872340425532
1992,Swimming Men's 200 metres Backstroke,78.45454545454545
1992,Swimming Men's 200 metres Breaststroke,76.3030303030303
1992,Swimming Men's 200 metres Butterfly,75.73214285714286
1992,Swimming Men's 200 metres Freestyle,79.10526315789474
1992,Swimming Men's 200 metres Individual Medley,79.06976744186046
1992,Swimming Men's 4 x 100 metres Freestyle Relay,80.68627450980392
1992,Swimming Men's 4 x 100 metres Medley Relay,79.575
1992,Swimming Men's 4 x 200 metres Freestyle Relay,78.86666666666666
1992,Swimming Men's 400 metres Freestyle,79.38333333333334
1992,Swimming Men's 400 metres Individual Medley,78.66666666666667
1992,Swimming Men's 50 metres Freestyle,80.2560975609756
1992,Swimming Women's 100 metres Backstroke,62.67741935483871
1992,Swimming Women's 100 metres Breaststroke,58.44827586206897
1992,Swimming Women's 100 metres Butterfly,59.55714285714286
1992,Swimming Women's 100 metres Freestyle,62.765625
1992,Swimming Women's 200 metres Backstroke,61.41379310344828
1992,Swimming Women's 200 metres Breaststroke,58.285714285714285
1992,Swimming Women's 200 metres Butterfly,60.27272727272727
1992,Swimming Women's 200 metres Freestyle,65.88
1992,Swimming Women's 200 metres Individual Medley,60.125
1992,Swimming Women's 4 x 100 metres Freestyle Relay,63.95744680851064
1992,Swimming Women's 4 x 100 metres Medley Relay,61.30833333333333
1992,Swimming Women's 400 metres Freestyle,61.333333333333336
1992,Swimming Women's 400 metres Individual Medley,59.78260869565217
1992,Swimming Women's 50 metres Freestyle,62.48529411764706
1992,Swimming Women's 800 metres Freestyle,61.5
1992,Synchronized Swimming Women's Duet,55.17857142857143
1992,Synchronized Swimming Women's Solo,54.725
1992,Table Tennis Men's Doubles,69.93023255813954
1992,Table Tennis Men's Singles,70.04444444444445
1992,Table Tennis Women's Doubles,58.82051282051282
1992,Table Tennis Women's Singles,58.078947368421055
1992,Tennis Men's Doubles,76.64912280701755
1992,Tennis Men's Singles,76.68253968253968
1992,Tennis Women's Doubles,60.592592592592595
1992,Tennis Women's Singles,60.87931034482759
1992,Volleyball Men's Volleyball,88.46153846153847
1992,Volleyball Women's Volleyball,70.48611111111111
1992,Water Polo Men's Water Polo,87.51724137931035
1992,Weightlifting Men's Bantamweight,56.29545454545455
1992,Weightlifting Men's Featherweight,61.064516129032256
1992,Weightlifting Men's Flyweight,53.294117647058826
1992,Weightlifting Men's Heavyweight I,99.16
1992,Weightlifting Men's Heavyweight II,109.6875
1992,Weightlifting Men's Light-Heavyweight,81.71666666666667
1992,Weightlifting Men's Lightweight,68.75
1992,Weightlifting Men's Middle-Heavyweight,89.30434782608695
1992,Weightlifting Men's Middleweight,74.70588235294117
1992,Weightlifting Men's Super-Heavyweight,131.0
1992,"Wrestling Men's Bantamweight, Freestyle",60.54545454545455
1992,"Wrestling Men's Bantamweight, Greco-Roman",59.72222222222222
1992,"Wrestling Men's Featherweight, Freestyle",63.11764705882353
1992,"Wrestling Men's Featherweight, Greco-Roman",66.0625
1992,"Wrestling Men's Flyweight, Freestyle",55.30769230769231
1992,"Wrestling Men's Flyweight, Greco-Roman",55.17857142857143
1992,"Wrestling Men's Heavyweight, Freestyle",100.4
1992,"Wrestling Men's Heavyweight, Greco-Roman",102.53846153846153
1992,"Wrestling Men's Light-Flyweight, Freestyle",51.15384615384615
1992,"Wrestling Men's Light-Flyweight, Greco-Roman",50.666666666666664
1992,"Wrestling Men's Light-Heavyweight, Freestyle",92.375
1992,"Wrestling Men's Light-Heavyweight, Greco-Roman",92.36111111111111
1992,"Wrestling Men's Lightweight, Freestyle",71.1
1992,"Wrestling Men's Lightweight, Greco-Roman",70.26666666666667
1992,"Wrestling Men's Middleweight, Freestyle",82.11764705882354
1992,"Wrestling Men's Middleweight, Greco-Roman",83.29411764705883
1992,"Wrestling Men's Super-Heavyweight, Freestyle",117.61538461538461
1992,"Wrestling Men's Super-Heavyweight, Greco-Roman",124.61538461538461
1992,"Wrestling Men's Welterweight, Freestyle",74.92857142857143
1992,"Wrestling Men's Welterweight, Greco-Roman",76.25
1996,Archery Men's Individual,78.29411764705883
1996,Archery Men's Team,80.30555555555556
1996,Archery Women's Individual,61.83720930232558
1996,Archery Women's Team,61.87096774193548
1996,"Athletics Men's 1,500 metres",65.72727272727273
1996,"Athletics Men's 10,000 metres",60.69565217391305
1996,Athletics Men's 100 metres,74.26
1996,Athletics Men's 110 metres Hurdles,78.45762711864407
1996,Athletics Men's 20 kilometres Walk,63.152542372881356
1996,Athletics Men's 200 metres,75.85714285714286
1996,"Athletics Men's 3,000 metres Steeplechase",63.64705882352941
1996,Athletics Men's 4 x 100 metres Relay,74.47222222222223
1996,Athletics Men's 4 x 400 metres Relay,72.26277372262774
1996,Athletics Men's 400 metres,72.01639344262296
1996,Athletics Men's 400 metres Hurdles,74.76363636363637
1996,"Athletics Men's 5,000 metres",61.34285714285714
1996,Athletics Men's 50 kilometres Walk,65.68627450980392
1996,Athletics Men's 800 metres,69.27777777777777
1996,Athletics Men's Decathlon,85.2125
1996,Athletics Men's Discus Throw,115.675
1996,Athletics Men's Hammer Throw,110.71621621621621
1996,Athletics Men's High Jump,75.11111111111111
1996,Athletics Men's Javelin Throw,98.02941176470588
1996,Athletics Men's Long Jump,76.04081632653062
1996,Athletics Men's Marathon,60.40756302521008
1996,Athletics Men's Pole Vault,80.48648648648648
1996,Athletics Men's Shot Put,122.02857142857142
1996,Athletics Men's Triple Jump,76.47619047619048
1996,"Athletics Women's 1,500 metres",53.78125
1996,Athletics Women's 10 kilometres Walk,52.09090909090909
1996,"Athletics Women's 10,000 metres",48.857142857142854
1996,Athletics Women's 100 metres,57.870370370370374
1996,Athletics Women's 100 metres Hurdles,59.25581395348837
1996,Athletics Women's 200 metres,57.69565217391305
1996,Athletics Women's 4 x 100 metres Relay,57.6551724137931
1996,Athletics Women's 4 x 400 metres Relay,59.24561403508772
1996,Athletics Women's 400 metres,59.319148936170215
1996,Athletics Women's 400 metres Hurdles,58.06666666666667
1996,"Athletics Women's 5,000 metres",50.75555555555555
1996,Athletics Women's 800 metres,55.27777777777778
1996,Athletics Women's Discus Throw,86.35897435897436
1996,Athletics Women's Heptathlon,65.51724137931035
1996,Athletics Women's High Jump,60.71875
1996,Athletics Women's Javelin Throw,70.5625
1996,Athletics Women's Long Jump,61.125
1996,Athletics Women's Marathon,49.206896551724135
1996,Athletics Women's Shot Put,91.7
1996,Athletics Women's Triple Jump,61.3125
1996,Badminton Men's Doubles,74.0
1996,Badminton Men's Singles,74.23333333333333
1996,Badminton Mixed Doubles,69.67592592592592
1996,Badminton Women's Doubles,60.743589743589745
1996,Badminton Women's Singles,61.774193548387096
1996,Baseball Men's Baseball,84.23357664233576
1996,Basketball Men's Basketball,98.62589928057554
1996,Basketball Women's Basketball,72.67625899280576
1996,Beach Volleyball Men's Beach Volleyball,87.52941176470588
1996,Beach Volleyball Women's Beach Volleyball,64.72
1996,Boxing Men's Bantamweight,54.61290322580645
1996,Boxing Men's Featherweight,57.774193548387096
