Year,Event,AverageWeight
2008,"Fencing Women's Sabre, Individual",61.61538461538461
2008,"Fencing Women's Sabre, Team",61.96666666666667
2008,"Fencing Women's epee, Individual",62.916666666666664
2008,Football Men's Football,75.62408759124088
2008,Football Women's Football,61.59487179487179
2008,Gymnastics Men's Floor Exercise,62.70666666666666
2008,Gymnastics Men's Horizontal Bar,63.148648648648646
2008,Gymnastics Men's Horse Vault,61.375
2008,Gymnastics Men's Individual All-Around,62.6875
2008,Gymnastics Men's Parallel Bars,62.770270270270274
2008,Gymnastics Men's Pommelled Horse,62.82432432432432
2008,Gymnastics Men's Rings,62.544117647058826
2008,Gymnastics Men's Team All-Around,62.0
2008,Gymnastics Women's Balance Beam,45.89156626506024
2008,Gymnastics Women's Floor Exercise,45.48148148148148
2008,Gymnastics Women's Horse Vault,47.666666666666664
2008,Gymnastics Women's Individual All-Around,45.618556701030926
2008,Gymnastics Women's Team All-Around,45.183098591549296
2008,Gymnastics Women's Uneven Bars,45.70238095238095
2008,Handball Men's Handball,92.83832335329342
2008,Handball Women's Handball,70.21212121212122
2008,Hockey Men's Hockey,76.04591836734694
2008,Hockey Women's Hockey,61.01570680628272
2008,Judo Men's Extra-Lightweight,61.90909090909091
2008,Judo Men's Half-Heavyweight,99.21875
2008,Judo Men's Half-Lightweight,67.34848484848484
2008,Judo Men's Half-Middleweight,81.17142857142858
2008,Judo Men's Heavyweight,133.05882352941177
2008,Judo Men's Lightweight,74.140625
2008,Judo Men's Middleweight,89.96774193548387
2008,Judo Women's Extra-Lightweight,48.82608695652174
2008,Judo Women's Half-Heavyweight,77.33333333333333
2008,Judo Women's Half-Lightweight,52.857142857142854
2008,Judo Women's Half-Middleweight,63.68
2008,Judo Women's Heavyweight,110.85714285714286
2008,Judo Women's Lightweight,57.36363636363637
2008,Judo Women's Middleweight,71.22727272727273
2008,Modern Pentathlon Men's Individual,74.33333333333333
2008,Modern Pentathlon Women's Individual,58.083333333333336
2008,Rhythmic Gymnastics Women's Group,51.183098591549296
2008,Rhythmic Gymnastics Women's Individual,49.875
2008,Rowing Men's Coxed Eights,88.92
2008,Rowing Men's Coxless Fours,92.25
2008,Rowing Men's Coxless Pairs,93.48275862068965
2008,Rowing Men's Double Sculls,94.57142857142857
2008,Rowing Men's Lightweight Coxless Fours,71.45098039215686
2008,Rowing Men's Lightweight Double Sculls,71.3170731707317
2008,Rowing Men's Quadruple Sculls,93.63461538461539
2008,Rowing Men's Single Sculls,88.28125
2008,Rowing Women's Coxed Eights,71.72307692307692
2008,Rowing Women's Coxless Pairs,75.4
2008,Rowing Women's Double Sculls,73.0952380952381
2008,Rowing Women's Lightweight Double Sculls,58.38235294117647
2008,Rowing Women's Quadruple Sculls,75.25
2008,Rowing Women's Single Sculls,72.46153846153847
2008,Sailing Men's One Person Dinghy,81.73809523809524
2008,Sailing Men's Two Person Dinghy,68.26785714285714
2008,Sailing Men's Two Person Keelboat,97.65625
2008,Sailing Men's Windsurfer,72.25714285714285
2008,Sailing Mixed Multihull,73.6
2008,Sailing Mixed One Person Dinghy,94.84615384615384
2008,Sailing Mixed Skiff,75.52631578947368
2008,Sailing Women's One Person Dinghy,65.88888888888889
2008,Sailing Women's Three Person Keelboat,65.44444444444444
2008,Sailing Women's Two Person Dinghy,61.47222222222222
2008,Sailing Women's Windsurfer,58.0
2008,"Shooting Men's Air Pistol, 10 metres",81.76595744680851
2008,"Shooting Men's Air Rifle, 10 metres",76.45098039215686
2008,Shooting Men's Double Trap,85.36842105263158
2008,"Shooting Men's Free Pistol, 50 metres",82.0
2008,"Shooting Men's Rapid-Fire Pistol, 25 metres",82.0
2008,Shooting Men's Skeet,84.65
2008,"Shooting Men's Small-Bore Rifle, Prone, 50 metres",80.2
2008,"Shooting Men's Small-Bore Rifle, Three Positions, 50 metres",79.10416666666667
2008,Shooting Men's Trap,88.79411764705883
2008,"Shooting Women's Air Pistol, 10 metres",63.25
2008,"Shooting Women's Air Rifle, 10 metres",59.638297872340424
2008,Shooting Women's Skeet,66.26315789473684
2008,"Shooting Women's Small-Bore Rifle, Three Positions, 50 metres",61.16279069767442
2008,"Shooting Women's Sporting Pistol, 25 metres",63.65853658536585
2008,Shooting Women's Trap,69.3
2008,Softball Women's Softball,67.78333333333333
2008,"Swimming Men's 1,500 metres Freestyle",78.85714285714286
2008,Swimming Men's 10 kilometres Open Water,76.20833333333333
2008,Swimming Men's 100 metres Backstroke,80.11111111111111
2008,Swimming Men's 100 metres Breaststroke,79.92063492063492
2008,Swimming Men's 100 metres Butterfly,80.81746031746032
2008,Swimming Men's 100 metres Freestyle,83.7936507936508
2008,Swimming Men's 200 metres Backstroke,79.575
2008,Swimming Men's 200 metres Breaststroke,79.67307692307692
2008,Swimming Men's 200 metres Butterfly,76.56818181818181
2008,Swimming Men's 200 metres Freestyle,82.07272727272728
2008,Swimming Men's 200 metres Individual Medley,79.84782608695652
2008,Swimming Men's 4 x 100 metres Freestyle Relay,84.47222222222223
2008,Swimming Men's 4 x 100 metres Medley Relay,83.58666666666667
2008,Swimming Men's 4 x 200 metres Freestyle Relay,82.31506849315069
2008,Swimming Men's 400 metres Freestyle,80.86111111111111
2008,Swimming Men's 400 metres Individual Medley,77.93103448275862
2008,Swimming Men's 50 metres Freestyle,79.0
2008,Swimming Women's 10 kilometres Open Water,62.32
2008,Swimming Women's 100 metres Backstroke,64.31914893617021
2008,Swimming Women's 100 metres Breaststroke,60.958333333333336
2008,Swimming Women's 100 metres Butterfly,61.52173913043478
2008,Swimming Women's 100 metres Freestyle,63.319148936170215
2008,Swimming Women's 200 metres Backstroke,63.121212121212125
2008,Swimming Women's 200 metres Breaststroke,62.51282051282051
2008,Swimming Women's 200 metres Butterfly,62.0
2008,Swimming Women's 200 metres Freestyle,62.333333333333336
2008,Swimming Women's 200 metres Individual Medley,62.55263157894737
2008,Swimming Women's 4 x 100 metres Freestyle Relay,63.985074626865675
2008,Swimming Women's 4 x 100 metres Medley Relay,63.62162162162162
2008,Swimming Women's 4 x 200 metres Freestyle Relay,64.62666666666667
2008,Swimming Women's 400 metres Freestyle,62.45
2008,Swimming Women's 400 metres Individual Medley,61.74285714285714
2008,Swimming Women's 50 metres Freestyle,61.73529411764706
2008,Swimming Women's 800 metres Freestyle,62.61764705882353
2008,Synchronized Swimming Women's Duet,55.916666666666664
2008,Synchronized Swimming Women's Team,56.088235294117645
2008,Table Tennis Men's Singles,72.64864864864865
2008,Table Tennis Men's Team,71.77777777777777
2008,Table Tennis Women's Singles,58.19178082191781
2008,Table Tennis Women's Team,57.955555555555556
2008,Taekwondo Men's Featherweight,68.33333333333333
2008,Taekwondo Men's Flyweight,58.75
2008,Taekwondo Men's Heavyweight,92.96875
2008,Taekwondo Men's Welterweight,79.75
2008,Taekwondo Women's Featherweight,56.4
2008,Taekwondo Women's Flyweight,49.125
2008,Taekwondo Women's Heavyweight,71.4
2008,Taekwondo Women's Welterweight,67.53125
2008,Tennis Men's Doubles,80.09375
2008,Tennis Men's Singles,79.296875
2008,Tennis Women's Doubles,63.03225806451613
2008,Tennis Women's Singles,62.15625
2008,Trampolining Men's Individual,63.25
2008,Trampolining Women's Individual,52.75
2008,Triathlon Men's Olympic Distance,69.96363636363637
2008,Triathlon Women's Olympic Distance,53.945454545454545
2008,Volleyball Men's Volleyball,89.41258741258741
2008,Volleyball Women's Volleyball,70.27142857142857
2008,Water Polo Men's Water Polo,95.28104575163398
2008,Water Polo Women's Water Polo,71.07766990291262
2008,Weightlifting Men's Bantamweight,56.31578947368421
2008,Weightlifting Men's Featherweight,63.294117647058826
2008,Weightlifting Men's Heavyweight,105.71052631578948
2008,Weightlifting Men's Light-Heavyweight,86.61904761904762
2008,Weightlifting Men's Lightweight,69.76666666666667
2008,Weightlifting Men's Middle-Heavyweight,95.83333333333333
2008,Weightlifting Men's Middleweight,77.46428571428571
2008,Weightlifting Men's Super-Heavyweight,140.64285714285714
2008,Weightlifting Women's Featherweight,54.0
2008,Weightlifting Women's Flyweight,48.07142857142857
2008,Weightlifting Women's Heavyweight,74.83333333333333
2008,Weightlifting Women's Light-Heavyweight,68.6
2008,Weightlifting Women's Lightweight,58.166666666666664
2008,Weightlifting Women's Middleweight,63.0
2008,Weightlifting Women's Super-Heavyweight,115.18181818181819
2008,"Wrestling Men's Featherweight, Freestyle",55.473684210526315
2008,"Wrestling Men's Featherweight, Greco-Roman",55.89473684210526
2008,"Wrestling Men's Heavyweight, Freestyle",96.05555555555556
2008,"Wrestling Men's Heavyweight, Greco-Roman",95.9
2008,"Wrestling Men's Light-Heavyweight, Freestyle",86.2
2008,"Wrestling Men's Light-Heavyweight, Greco-Roman",84.05
2008,"Wrestling Men's Lightweight, Freestyle",61.0
2008,"Wrestling Men's Lightweight, Greco-Roman",60.6
2008,"Wrestling Men's Middleweight, Freestyle",75.14285714285714
2008,"Wrestling Men's Middleweight, Greco-Roman",74.8
2008,"Wrestling Men's Super-Heavyweight, Freestyle",116.75
2008,"Wrestling Men's Super-Heavyweight, Greco-Roman",120.85
2008,"Wrestling Men's Welterweight, Freestyle",66.0
2008,"Wrestling Men's Welterweight, Greco-Roman",66.65
2008,"Wrestling Women's Flyweight, Freestyle",48.470588235294116
2008,"Wrestling Women's Heavyweight, Freestyle",71.9375
2008,"Wrestling Women's Lightweight, Freestyle",55.5625
2008,"Wrestling Women's Middleweight, Freestyle",63.1764705882353
2012,Archery Men's Individual,80.078125
2012,Archery Men's Team,82.91666666666667
2012,Archery Women's Individual,62.046875
2012,Archery Women's Team,63.27777777777778
2012,"Athletics Men's 1,500 metres",64.625
2012,"Athletics Men's 10,000 metres",61.10344827586207
2012,Athletics Men's 100 metres,74.22857142857143
2012,Athletics Men's 110 metres Hurdles,79.9423076923077
2012,Athletics Men's 20 kilometres Walk,63.78181818181818
2012,Athletics Men's 200 metres,75.61538461538461
2012,"Athletics Men's 3,000 metres Steeplechase",64.94871794871794
2012,Athletics Men's 4 x 100 metres Relay,77.13432835820896
2012,Athletics Men's 4 x 400 metres Relay,73.46268656716418
2012,Athletics Men's 400 metres,73.36734693877551
2012,Athletics Men's 400 metres Hurdles,75.64583333333333
2012,"Athletics Men's 5,000 metres",60.8780487804878
2012,Athletics Men's 50 kilometres Walk,65.28571428571429
2012,Athletics Men's 800 metres,67.88888888888889
2012,Athletics Men's Decathlon,86.45161290322581
2012,Athletics Men's Discus Throw,118.48780487804878
2012,Athletics Men's Hammer Throw,109.0609756097561
2012,Athletics Men's High Jump,77.05714285714286
2012,Athletics Men's Javelin Throw,94.79545454545455
2012,Athletics Men's Long Jump,76.71428571428571
2012,Athletics Men's Marathon,60.11764705882353
2012,Athletics Men's Pole Vault,79.78125
2012,Athletics Men's Shot Put,126.8
2012,Athletics Men's Triple Jump,78.11111111111111
2012,"Athletics Women's 1,500 metres",52.51111111111111
2012,"Athletics Women's 10,000 metres",46.77272727272727
2012,Athletics Women's 100 metres,58.30263157894737
2012,Athletics Women's 100 metres Hurdles,61.23913043478261
2012,Athletics Women's 20 kilometres Walk,50.59016393442623
2012,Athletics Women's 200 metres,59.7
2012,"Athletics Women's 3,000 metres Steeplechase",51.86363636363637
2012,Athletics Women's 4 x 100 metres Relay,59.11764705882353
2012,Athletics Women's 4 x 400 metres Relay,59.57971014492754
2012,Athletics Women's 400 metres,60.45652173913044
2012,Athletics Women's 400 metres Hurdles,59.883720930232556
2012,"Athletics Women's 5,000 metres",47.91428571428571
2012,Athletics Women's 800 metres,55.525
2012,Athletics Women's Discus Throw,90.34285714285714
2012,Athletics Women's Hammer Throw,85.61111111111111
2012,Athletics Women's Heptathlon,65.60526315789474
2012,Athletics Women's High Jump,59.666666666666664
2012,Athletics Women's Javelin Throw,73.3
2012,Athletics Women's Long Jump,61.172413793103445
2012,Athletics Women's Marathon,50.02542372881356
2012,Athletics Women's Pole Vault,59.5
2012,Athletics Women's Shot Put,97.90625
2012,Athletics Women's Triple Jump,60.26470588235294
2012,Badminton Men's Doubles,76.0625
2012,Badminton Men's Singles,72.86842105263158
2012,Badminton Mixed Doubles,68.38709677419355
2012,Badminton Women's Doubles,63.2
2012,Badminton Women's Singles,61.68888888888889
2012,Basketball Men's Basketball,99.22857142857143
2012,Basketball Women's Basketball,75.83916083916084
2012,Beach Volleyball Men's Beach Volleyball,90.61702127659575
2012,Beach Volleyball Women's Beach Volleyball,68.625
2012,Boxing Men's Bantamweight,56.0
2012,Boxing Men's Flyweight,52.625
2012,Boxing Men's Heavyweight,90.0909090909091
2012,Boxing Men's Light-Flyweight,50.38095238095238
2012,Boxing Men's Light-Heavyweight,80.0
2012,Boxing Men's Light-Welterweight,64.05
2012,Boxing Men's Lightweight,59.904761904761905
2012,Boxing Men's Middleweight,73.5
2012,Boxing Men's Super-Heavyweight,100.17857142857143
2012,Boxing Men's Welterweight,69.15
2012,Boxing Women's Flyweight,51.0
2012,Boxing Women's Lightweight,60.0
2012,Boxing Women's Middleweight,75.25
2012,"Canoeing Men's Canadian Doubles, 1,000 metres",79.73913043478261
2012,"Canoeing Men's Canadian Doubles, Slalom",74.67857142857143
2012,"Canoeing Men's Canadian Singles, 1,000 metres",86.29411764705883
2012,"Canoeing Men's Canadian Singles, 200 metres",85.88
2012,"Canoeing Men's Canadian Singles, Slalom",73.94117647058823
2012,"Canoeing Men's Kayak Doubles, 1,000 metres",85.29166666666667
2012,"Canoeing Men's Kayak Doubles, 200 metres",83.84615384615384
2012,"Canoeing Men's Kayak Fours, 1,000 metres",87.8
2012,"Canoeing Men's Kayak Singles, 1,000 metres",83.04545454545455
2012,"Canoeing Men's Kayak Singles, 200 metres",86.45
2012,"Canoeing Men's Kayak Singles, Slalom",73.9090909090909
2012,"Canoeing Women's Kayak Doubles, 500 metres",67.375
2012,"Canoeing Women's Kayak Fours, 500 metres",67.0909090909091
2012,"Canoeing Women's Kayak Singles, 200 metres",65.03703703703704
2012,"Canoeing Women's Kayak Singles, 500 metres",66.27272727272727
2012,"Canoeing Women's Kayak Singles, Slalom",60.0
2012,Cycling Men's BMX,83.75
2012,Cycling Men's Individual Time Trial,71.78378378378379
2012,Cycling Men's Keirin,85.27777777777777
2012,"Cycling Men's Mountainbike, Cross-Country",67.85106382978724
2012,Cycling Men's Omnium,73.44444444444444
2012,"Cycling Men's Road Race, Individual",70.6993006993007
2012,Cycling Men's Sprint,86.52941176470588
2012,"Cycling Men's Team Pursuit, 4,000 metres",73.18181818181819
2012,Cycling Men's Team Sprint,85.3
2012,Cycling Women's BMX,65.1875
2012,Cycling Women's Individual Time Trial,57.583333333333336
2012,Cycling Women's Keirin,65.61111111111111
2012,"Cycling Women's Mountainbike, Cross-Country",54.46666666666667
2012,Cycling Women's Omnium,61.333333333333336
2012,"Cycling Women's Road Race, Individual",57.42424242424242
2012,Cycling Women's Sprint,65.72222222222223
2012,Cycling Women's Team Pursuit,64.53125
2012,Cycling Women's Team Sprint,65.85
2012,Diving Men's Platform,62.83870967741935
2012,Diving Men's Springboard,68.79310344827586
2012,Diving Men's Synchronized Platform,63.25
2012,Diving Men's Synchronized Springboard,67.375
2012,Diving Women's Platform,50.88
2012,Diving Women's Springboard,56.4
2012,Diving Women's Synchronized Platform,51.3125
2012,Diving Women's Synchronized Springboard,55.875
2012,"Equestrianism Mixed Dressage, Individual",63.9375
2012,"Equestrianism Mixed Dressage, Team",63.96666666666667
2012,"Equestrianism Mixed Jumping, Individual",69.96621621621621
2012,"Equestrianism Mixed Jumping, Team",69.76724137931035
2012,"Equestrianism Mixed Three-Day Event, Individual",67.8082191780822
2012,"Equestrianism Mixed Three-Day Event, Team",67.73770491803279
2012,"Fencing Men's Foil, Individual",74.78378378378379
2012,"Fencing Men's Foil, Team",76.70588235294117
2012,"Fencing Men's Sabre, Individual",78.67567567567568
2012,"Fencing Men's Sabre, Team",79.48387096774194
2012,"Fencing Men's epee, Individual",80.79310344827586
2012,"Fencing Women's Foil, Individual",58.94736842105263
2012,"Fencing Women's Foil, Team",59.666666666666664
2012,"Fencing Women's Sabre, Individual",62.34375
2012,"Fencing Women's epee, Individual",63.91891891891892
2012,"Fencing Women's epee, Team",64.87096774193549
2012,Football Men's Football,73.90725806451613
2012,Football Women's Football,60.969849246231156
2012,Gymnastics Men's Floor Exercise,62.515625
2012,Gymnastics Men's Horizontal Bar,63.015625
2012,Gymnastics Men's Horse Vault,61.76470588235294
2012,Gymnastics Men's Individual All-Around,63.16216216216216
2012,Gymnastics Men's Parallel Bars,62.36923076923077
2012,Gymnastics Men's Pommelled Horse,62.67741935483871
2012,Gymnastics Men's Rings,62.40625
2012,Gymnastics Men's Team All-Around,62.357142857142854
2012,Gymnastics Women's Balance Beam,48.294117647058826
2012,Gymnastics Women's Floor Exercise,48.161764705882355
